Company_Name,Category,M_Name,URL 
rigasugarcompany,sugar,Riga Sugar,http://www.moneycontrol.com/india/stockpricequote/sugar/rigasugarcompany/RSC01
rikvinfloors,plastics,Rikvin Floor,http://www.moneycontrol.com/india/stockpricequote/plastics/rikvinfloors/RF09
rinkipetrochemicalsindustries,chemicals,Rinki Petro,http://www.moneycontrol.com/india/stockpricequote/chemicals/rinkipetrochemicalsindustries/RPI03
risainternational,textilesweaving,Risa Intl,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/risainternational/GTE
rishabconcast,steelmediumsmall,Rishab Concast ,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/rishabconcast/RCL01
rishabfinancialservices,financegeneral,Rishab Fin,http://www.moneycontrol.com/india/stockpricequote/financegeneral/rishabfinancialservices/RFS01
rishabhagroindustries,foodprocessing,Rishabh Agro,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/rishabhagroindustries/RAI01
rishabhdighasteelalliedproducts,steelcrhrstrips,Rishabh Digha,http://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/rishabhdighasteelalliedproducts/RDS
rishabhfoodproducts,foodprocessing,Rishabh Food,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/rishabhfoodproducts/RFP
rishabhindustries,miscellaneous,Rishabh Ind,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/rishabhindustries/RI11
rishabspecialyarn,textilesprocessing,Rishabh Yarn,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/rishabspecialyarn/RSY
rishabhdevtechnocable,cablespowerothers,Rishabhdev Tech,http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/rishabhdevtechnocable/RT02
rishilaser,machinetools,Rishi Laser,http://www.moneycontrol.com/india/stockpricequote/machinetools/rishilaser/RL05
rishioilfats,miscellaneous,Rishi Oil,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/rishioilfats/ROF
rishitechtex,packaging,Rishi Techtex,http://www.moneycontrol.com/india/stockpricequote/packaging/rishitechtex/RP16
rishiroop,rubber,Rishiroop,http://www.moneycontrol.com/india/stockpricequote/rubber/rishiroop/PR01
rishirooprubberinternational,rubber,Rishiroop Intl,http://www.moneycontrol.com/india/stockpricequote/rubber/rishirooprubberinternational/RRI
ritcologistics,transportlogistics,Ritco Logistics,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/ritcologistics/RL06
rites,diversified,RITES,http://www.moneycontrol.com/india/stockpricequote/diversified/rites/R02
riteshexports,textilesweaving,Ritesh Exports,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/riteshexports/RE04
riteshinternational,chemicals,Ritesh Intl,http://www.moneycontrol.com/india/stockpricequote/chemicals/riteshinternational/RI13
riteshpolyesters,textilesweaving,Ritesh Polyeste,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/riteshpolyesters/RPL02
riteshpropertiesindustries,textileshosieryknitwear,Ritesh Prop,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/riteshpropertiesindustries/RPI04
rithwikfacilitymanagementservicesltd,diversified,Rithwik Facilit,http://www.moneycontrol.com/india/stockpricequote/diversified/rithwikfacilitymanagementservicesltd/RFM
riverdalefoods,foodprocessing,Riverdale Foods,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/riverdalefoods/RF10
rizviexports,leatherproducts,Rizvi Exports,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/rizviexports/RE05
rksuitings,textilesprocessing,RK Suitings,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/rksuitings/RKS
rkbagroindustries,textilesspinningcottonblended,RKB Agro Ind,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/rkbagroindustries/BU01
rkecprojects,diversified,RKEC Projects,http://www.moneycontrol.com/india/stockpricequote/diversified/rkecprojects/RP26
rlf,textilesgeneral,RLF,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/rlf/RLF
rmcswitchgears,miscellaneous,RMC Switchgears,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/rmcswitchgears/RS
rmisteels,steelcrhrstrips,RMI Steels,http://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/rmisteels/RMI03
rnpaperboards,paper,RN Paper,http://www.moneycontrol.com/india/stockpricequote/paper/rnpaperboards/RNP
rnbindustries,miscellaneous,RNB Industries,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/rnbindustries/BWI02
reliancenaturalresources,oildrillingandexploration,RNRL,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/reliancenaturalresources/REN
rojewels,rojewels,RO Jewels,http://www.moneycontrol.com/india/stockpricequote/rojewels/rojewels/RJ01
roadmasterfoods,foodprocessing,Roadmaster Food,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/roadmasterfoods/RF11
rocheesbreweries,breweriesdistilleries,Rochees Brew,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/rocheesbreweries/RB
rockcopco,miscellaneous,Rock Copco,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/rockcopco/RC07
rockhardpetrochemicalindustries,chemicals,Rock Hard Petro,http://www.moneycontrol.com/india/stockpricequote/chemicals/rockhardpetrochemicalindustries/RHP
rocklandleasing,financeleasinghirepurchase,Rockland Leasin,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/rocklandleasing/RL03
rocklandthermionics,electrodesgraphite,Rockland Therm,http://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/rocklandthermionics/RT05
rocklineprojects,constructioncontractingcivil,Rockline Projec,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/rocklineprojects/RPL03
rockonfintech,trading,Rockon Fintech,http://www.moneycontrol.com/india/stockpricequote/trading/rockonfintech/II08
rockwoolindia,miscellaneous,Rockwool,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/rockwoolindia/RI14
rodiumrealty,constructioncontractingrealestate,Rodium Realty,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/rodiumrealty/VC13
rohinistrips,steelmediumsmall,Rohini Strips,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/rohinistrips/RS09
rohitferrotech,miningminerals,Rohit Ferro Tec,http://www.moneycontrol.com/india/stockpricequote/miningminerals/rohitferrotech/RFT
rohittissue,paper,Rohit Tissue,http://www.moneycontrol.com/india/stockpricequote/paper/rohittissue/RTL01
rolconengineering,engineering,Rolcon Engg,http://www.moneycontrol.com/india/stockpricequote/engineering/rolconengineering/RE06
rolexpharmaceuticals,pharmaceuticals,Rolex Pharmaceu,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/rolexpharmaceuticals/RPL01
rollatainers,packaging,Rollatainers,http://www.moneycontrol.com/india/stockpricequote/packaging/rollatainers/R05
roltaindia,computerssoftware,Rolta,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/roltaindia/RI15
romindustries,miscellaneous,ROM Industries,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/romindustries/ROM
ronihouseholds,miscellaneous,Roni Households,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/ronihouseholds/RH02
roofitindustries,cementproductsbuildingmaterials,Roofit Ind,http://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/roofitindustries/RI16
roopaindustries,pharmaceuticals,Roopa Ind,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/roopaindustries/RI17
roopshriresorts,hotels,Roopshri Resort,http://www.moneycontrol.com/india/stockpricequote/hotels/roopshriresorts/RR09
roplasindia,plastics,Roplas,http://www.moneycontrol.com/india/stockpricequote/plastics/roplasindia/RI18
roseinvestments,financeinvestments,Rose Investment,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/roseinvestments/RIL07
rosepatelmercantile,trading,Rose Patel Merc,http://www.moneycontrol.com/india/stockpricequote/trading/rosepatelmercantile/RPM01
rosezinc,metalsnonferrous,Rose Zinc,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/rosezinc/RZ
rosekamaltextiles,textilesspinningsyntheticblended,Rosekamal Text,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/rosekamaltextiles/RTL02
roselabs,trading,Roselabs,http://www.moneycontrol.com/india/stockpricequote/trading/roselabs/R06
roselabsfinance,financeleasinghirepurchase,Roselabs Fin,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/roselabsfinance/RF12
rosselfinance,financeinvestments,Rossel Finance,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/rosselfinance/RF
rossellindustries,plantationsteacoffee,Rossell Ind,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/rossellindustries/RI19
rossellindia,plantationsteacoffee,Rossell India,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/rossellindia/RT08
rotopumps,pumps,Roto Pumps,http://www.moneycontrol.com/india/stockpricequote/pumps/rotopumps/RP17
rotoflexindustries,packaging,Rotoflex Ind,http://www.moneycontrol.com/india/stockpricequote/packaging/rotoflexindustries/RI20
rotographicsindia,trading,Rotographics,http://www.moneycontrol.com/india/stockpricequote/trading/rotographicsindia/RI43
roxyexports,miscellaneous,Roxy Exports,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/roxyexports/RE10
royalcushionvinylproducts,plastics,Royal Cushion,http://www.moneycontrol.com/india/stockpricequote/plastics/royalcushionvinylproducts/RCV
royalindustries,textileshosieryknitwear,Royal Ind,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/royalindustries/RIL06
royalindiacorporation,financeinvestments,Royal India,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/royalindiacorporation/NFS
royalorchidhotels,hotels,Royal Orchid,http://www.moneycontrol.com/india/stockpricequote/hotels/royalorchidhotels/RO01
royalemanorhotelsindustries,hotels,Royale Manor,http://www.moneycontrol.com/india/stockpricequote/hotels/royalemanorhotelsindustries/RMH
roycemarineproducts,aquaculture,Royce Marine,http://www.moneycontrol.com/india/stockpricequote/aquaculture/roycemarineproducts/RMP01
rpgcables,cablespowerothers,RPG Cables,http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/rpgcables/RPG04
rpglifesciences,pharmaceuticals,RPG Life,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/rpglifesciences/RPG05
rpgtransmission,powertransmissionequipment,RPG Transmissio,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/rpgtransmission/RPG02
rppinfraprojects,constructioncontractingcivil,RPP Infra Proj,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/rppinfraprojects/RIP01
rrfinancialconsultants,financeinvestments,RR Finance,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/rrfinancialconsultants/RRF
rrmetalmakersindia,miscellaneous,RR Metalmakers,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/rrmetalmakersindia/SST04
rrsecurities,financeinvestments,RR Securities,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/rrsecurities/RRS
rril,rubber,RRIL,http://www.moneycontrol.com/india/stockpricequote/rubber/rril/ATR
rspetrochemicals,petrochemicals,RS Petrochem,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/rspetrochemicals/RSP
rssoftwareindia,computerssoftwaremediumsmall,RS Software,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/rssoftwareindia/RSS
rscinternational,textilesprocessing,RSC Intl,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/rscinternational/RSC02
rsdfinance,financegeneral,RSD Finance,http://www.moneycontrol.com/india/stockpricequote/financegeneral/rsdfinance/RSD
rsdfinancelimited,financenbfc,RSD Finance Lim,http://www.moneycontrol.com/india/stockpricequote/financenbfc/rsdfinancelimited/RSDFI53987
rslindustries,trading,RSL Ind,http://www.moneycontrol.com/india/stockpricequote/trading/rslindustries/RSL
rsltextiles,textilesprocessing,RSL Textiles,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/rsltextiles/RSL02
rswm,textilesspinningsyntheticblended,RSWM,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/rswm/RSW01
rswml,textilescottonblended,RSWM L,http://www.moneycontrol.com/india/stockpricequote/textilescottonblended/rswml/RSW02
rtexports,foodprocessing,RT Exports,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/rtexports/RTE
rtcl,constructioncontractingrealestate,RTCL,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/rtcl/RTC
rtspowercorporation,electricequipment,RTS Power Corp,http://www.moneycontrol.com/india/stockpricequote/electricequipment/rtspowercorporation/RTS
rubberproducts,rubber,Rubber Products,http://www.moneycontrol.com/india/stockpricequote/rubber/rubberproducts/RP18
rubfilainternational,rubber,Rubfila Intl,http://www.moneycontrol.com/india/stockpricequote/rubber/rubfilainternational/RI21
rubramedicaments,pharmaceuticals,Rubra Medicamen,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/rubramedicaments/RML01
rubycables,cablespowerothers,Ruby Cables,http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/rubycables/RCL02
rubymills,textilescompositemills,Ruby Mills,http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/rubymills/RM04
ruchisoyaindustries,edibleoilssolventextraction,Ruchi Soya,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/ruchisoyaindustries/RSI
ruchiinfrastructure,edibleoilssolventextraction,Ruchinfra,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/ruchiinfrastructure/RI27
ruchirapapers,paper,Ruchira Papers,http://www.moneycontrol.com/india/stockpricequote/paper/ruchirapapers/RP25
rudrabhishekenterprises,infrastructuregeneral,Rudrabhishek En,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/rudrabhishekenterprises/RE11
rujulfinance,financegeneral,Rujul Finance,http://www.moneycontrol.com/india/stockpricequote/financegeneral/rujulfinance/RF15
runeechatextiles,textilesgeneral,Runeecha Text,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/runeechatextiles/RT10
rungtairrigation,plastics,Rungta Irrig,http://www.moneycontrol.com/india/stockpricequote/plastics/rungtairrigation/RI22
rupacompany,textileshosieryknitwear,Rupa and Comp,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/rupacompany/RC14
rupallaminates,miscellaneous,Rupal Laminates,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/rupallaminates/RL04
rupangiimpex,pharmaceuticals,Rupangi Impex,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/rupangiimpex/RI23
rushabhcapitalfinancialservices,financeinvestments,Rushabh Capital,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/rushabhcapitalfinancialservices/RCF03
rushabhprecisionbearings,bearings,Rushabh PrecBea,http://www.moneycontrol.com/india/stockpricequote/bearings/rushabhprecisionbearings/RPB01
rushildecor,miscellaneous,Rushil Decor,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/rushildecor/RD02
rusodaycompany,financeinvestments,Rusoday and Co,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/rusodaycompany/RC08
rusodaysecurities,financeinvestments,Rusoday Securit,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/rusodaysecurities/RSL05
ruttonshainternationalrectifier,electricals,Ruttonsha Intl,http://www.moneycontrol.com/india/stockpricequote/electricals/ruttonshainternationalrectifier/RIR
sspowerswitchgear,sspower,S & S Power,http://www.moneycontrol.com/india/stockpricequote/sspower/sspowerswitchgear/PS21
southasianpetrochem,petrochemicals,S A Petrochem,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/southasianpetrochem/SAP04
schandcompanylimited,printingstationery,S Chand and Co,http://www.moneycontrol.com/india/stockpricequote/printingstationery/schandcompanylimited/CCL
sepower,powergenerationdistribution,S E Power,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/sepower/SEP03
shkelkarcompany,chemicals,S H Kelkar,http://www.moneycontrol.com/india/stockpricequote/chemicals/shkelkarcompany/KC17
sicapitalfinancialservices,financeleasinghirepurchase,S I Capital,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/sicapitalfinancialservices/SIC02
skinternationalexport,textilesreadymadeapparels,S K Internation,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/skinternationalexport/IE06
skumarsnationwide,textilessyntheticsilk,S Kumars Nation,http://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/skumarsnationwide/SKN
skumarscom,computerssoftwaremediumsmall,S Kumars.com,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/skumarscom/SK01
smfinance,financeinvestments,S M Finance,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/smfinance/SMF02
spapparels,textilesgeneral,S P Apparels,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/spapparels/A
spfinancetrading,financeinvestments,S P Finance,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/spfinancetrading/SPF
ssf,aquaculture,S S F Ltd,http://www.moneycontrol.com/india/stockpricequote/aquaculture/ssf/SSF03
stservices,miscellaneous,S T Services,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/stservices/STS
svglobalmill,miscellaneous,S V Global Mill,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/svglobalmill/SVG02
spbseauto,miscellaneous,S&P BSE Auto,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/spbseauto/SPB03
spbsecarbonex,miscellaneous,S&P BSE CARB,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/spbsecarbonex/SPB15
spbsecpse,miscellaneous,S&P BSE CPSE,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/spbsecpse/SPB11
spbsegreenex,miscellaneous,S&P BSE GREEN,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/spbsegreenex/SPB12
spbseindiainfra,miscellaneous,S&P BSE INDIA ,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/spbseindiainfra/SPB16
spbseindiamfg,miscellaneous,S&P BSE India M,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/spbseindiamfg/SPB10
spbseipo,miscellaneous,S&P BSE IPO,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/spbseipo/SPB09
spbsemetals,metalsnonferrous,S&P BSE Metals,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/spbsemetals/SPB04
spbsepower,powergenerationdistribution,S&P BSE Power,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/spbsepower/SPB06
spbserealty,constructioncontractingcivil,S&P BSE Realty,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/spbserealty/SPB07
spbserealty,miscellaneous,S&P BSE REALTY,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/spbserealty/SPB17
spbsesmeipo,miscellaneous,S&P BSE SME IPO,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/spbsesmeipo/SPB13
spbsesmeipo,miscellaneous,S&P BSE SME IPO,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/spbsesmeipo/SPB14
spbseteck,miscellaneous,S&P BSE TECk,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/spbseteck/SPB08
smgold,diamondcuttingjewellerypreciousmetals,S.M. Gold ,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/smgold/SG13
ssinfrastructuredevelopmentconsultantsltd,miscellaneous,S.S. Infrastruc,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/ssinfrastructuredevelopmentconsultantsltd/SID01
svtradingagencies,miscellaneous,S.V. Trading,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/svtradingagencies/SVT
saagrrinfra,constructioncontractinghousing,SAAG RR Infra,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/saagrrinfra/SAA01
saamyabiotechindia,pharmaceuticals,Saamya Biotech ,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/saamyabiotechindia/SBI15
saatalkaathachemicals,miscellaneous,Saatal Kaatha,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/saatalkaathachemicals/SKC
sabeventsgovernancenowmedia,mediaentertainment,SAB Events,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/sabeventsgovernancenowmedia/SAB02
sabindustries,constructioncontractingcivil,SAB Industries,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/sabindustries/SAB01
saberoorganicsgujarat,pesticidesagrochemicals,Sabero Organics,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/saberoorganicsgujarat/SOG
saboobrothers,miscellaneous,Saboo Brothers,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/saboobrothers/SB01
saboosodiumchloro,chemicals,Saboo Sodium,http://www.moneycontrol.com/india/stockpricequote/chemicals/saboosodiumchloro/SSC
sabrimalaindustries,miscellaneous,Sabrimala Indd,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/sabrimalaindustries/SLA
sachetametals,aluminium,Sacheta Metals,http://www.moneycontrol.com/india/stockpricequote/aluminium/sachetametals/SM12
sachsindia,autoancillaries,Sachs India,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/sachsindia/SI59
sadbhavengineering,infrastructuregeneral,Sadbhav Engg,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/sadbhavengineering/SE19
sadbhavinfrastructureprojects,infrastructuregeneral,Sadbhav Infra,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/sadbhavinfrastructureprojects/SIP
sadhananitrochem,dyespigments,Sadhana Nitro,http://www.moneycontrol.com/india/stockpricequote/dyespigments/sadhananitrochem/SN
sadhnabroadcastltd,miscellaneous,Sadhna Broadcas,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/sadhnabroadcastltd/SBL04
safalherbs,personalcare,Safal Herbs,http://www.moneycontrol.com/india/stockpricequote/personalcare/safalherbs/PH03
safalsecurities,financeleasinghirepurchase,Safal Sec,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/safalsecurities/ASL05
safariindustriesindia,plastics,Safari Ind,http://www.moneycontrol.com/india/stockpricequote/plastics/safariindustriesindia/SII01
saffronindustries,paper,Saffron Ind,http://www.moneycontrol.com/india/stockpricequote/paper/saffronindustries/MDP
sagarapparels,textileshosieryknitwear,Sagar Apparels,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/sagarapparels/SA
sagarcements,cementmini,Sagar Cement,http://www.moneycontrol.com/india/stockpricequote/cementmini/sagarcements/SC27
sagardiamonds,miscellaneous,Sagar Diamonds,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/sagardiamonds/SD06
sagarinvestments,financeinvestments,Sagar Invest,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/sagarinvestments/SI70
sagarproductions,financeinvestments,Sagar Product,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/sagarproductions/KF13
sagarsilkindustries,textilesweaving,Sagar Silk,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/sagarsilkindustries/SSI01
sagarsoyaproducts,edibleoilssolventextraction,Sagar Soya,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/sagarsoyaproducts/SSP01
sagarsystech,financeleasinghirepurchase,Sagar Systech,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/sagarsystech/SSL05
sagartouristresorts,hotels,Sagar Tourist,http://www.moneycontrol.com/india/stockpricequote/hotels/sagartouristresorts/STR
sagardeepalloys,metalsnonferrous,Sagardeep Alloy,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/sagardeepalloys/SA05
sagarsoft,miscellaneous,Sagarsoft,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/sagarsoft/S24
sagarsoftindia,computerssoftwaremediumsmall,Sagarsoft India,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/sagarsoftindia/SI63
sahakeil,electricals,Saha Keil,http://www.moneycontrol.com/india/stockpricequote/electricals/sahakeil/SK
saharahousingfinacorporation,financehousing,Sahara Housing,http://www.moneycontrol.com/india/stockpricequote/financehousing/saharahousingfinacorporation/SHC04
saharaonemediaentertainment,mediaentertainment,Sahara One,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/saharaonemediaentertainment/SOM
sahasagro,foodprocessing,Sahas Agro Ltd,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/sahasagro/SAL01
sahascements,cementmini,Sahas Cements,http://www.moneycontrol.com/india/stockpricequote/cementmini/sahascements/SCL06
sahelileasingindustries,financeinvestments,Saheli Leasing,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/sahelileasingindustries/SLI
sahilfinancialservices,financeinvestments,Sahil Finance,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/sahilfinancialservices/SFS
sahyadriindustries,cementproductsbuildingmaterials,Sahyadri Ind,http://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/sahyadriindustries/SI86
saibabainvestmentandcommercialenterprises,miscellaneous,Sai Baba Invest,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/saibabainvestmentandcommercialenterprises/SBI24
saicapital,financeinvestments,Sai Capital Ltd,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/saicapital/SCL08
saiindustries,financeinvestments,Sai Industries ,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/saiindustries/SIL10
saijeevadharafinance,financeleasinghirepurchase,Sai Jeevadhara,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/saijeevadharafinance/AF03
sairayalseemapapermills,paper,Sai Rayalseema ,http://www.moneycontrol.com/india/stockpricequote/paper/sairayalseemapapermills/SRP05
saiservicestations,autoancillaries,Sai Service,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/saiservicestations/SSS01
saisilkskalamandir,retail,Sai Silks,http://www.moneycontrol.com/india/stockpricequote/retail/saisilkskalamandir/SSK02
saisilkskalamandir,financeinvestments,Sai Silks Kala,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/saisilkskalamandir/SSK01
saianandcommercial,trading,Saianand Comm,http://www.moneycontrol.com/india/stockpricequote/trading/saianandcommercial/OCL01
steelauthorityindia,steellarge,SAIL,http://www.moneycontrol.com/india/stockpricequote/steellarge/steelauthorityindia/SAI
sainikfinanceindustries,cementmini,Sainik Finance,http://www.moneycontrol.com/india/stockpricequote/cementmini/sainikfinanceindustries/GC03
saintgobainsekurit,glassglassproducts,Saint-Gobain,http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/saintgobainsekurit/SGS01
saitelevision,mediaentertainment,Saitele,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/saitelevision/ST13
sajjantextilesmills,textilesweaving,Sajjan Textiles,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/sajjantextilesmills/STM01
saka,consumergoodselectronic,Saka,http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/saka/OS
sakarhealthcare,miscellaneous,Sakar Healthcar,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/sakarhealthcare/SH15
saketextrusion,plastics,Saket Extrusion,http://www.moneycontrol.com/india/stockpricequote/plastics/saketextrusion/SE12
saksoft,computerssoftware,Saksoft,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/saksoft/S12
sakthifinance,financeleasinghirepurchase,Sakthi Finance,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/sakthifinance/SF15
sakthisugars,sugar,Sakthi Sugars,http://www.moneycontrol.com/india/stockpricequote/sugar/sakthisugars/SS
sakuraseimitsuindia,miscellaneous,Sakura Seimitsu,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/sakuraseimitsuindia/SSI02
salautomotive,autotractors,Sal Automotive,http://www.moneycontrol.com/india/stockpricequote/autotractors/salautomotive/SA15
